Origen;Centro;AIRE;TIERRA;MAR;Total
COLOMBIA;TOKIO;0,0;0,0;0,0;0,0
COLOMBIA;TAIPEI;0,0;0,0;0,0;0,0
PANAMA;SAN_PABLO;0,0;0,0;0,0;0,0
PANAMA;PANAMA;0,0;0,0;0,0;0,0
PANAMA;BOGOTA;0,0;0,0;0,0;0,0
PANAMA;NUEVA_YORK;0,0;0,0;0,0;0,0
PANAMA;MIAMI;0,0;0,0;0,0;0,0
PANAMA;AMSTERDAM;0,0;0,0;0,0;0,0
PANAMA;LONDRES;0,0;0,0;0,0;0,0
PANAMA;ROMA;0,0;0,0;0,0;0,0
PANAMA;ESTAMBUL;0,0;0,0;0,0;0,0
PANAMA;HAIFA;0,0;0,0;0,0;0,0
PANAMA;TOKIO;0,0;0,0;0,0;0,0
PANAMA;TAIPEI;0,0;0,0;0,0;0,0
COSTA_RICA;SAN_PABLO;0,0;0,0;0,0;0,0
COSTA_RICA;PANAMA;0,0;0,0;0,0;0,0
COSTA_RICA;BOGOTA;0,0;0,0;0,0;0,0
COSTA_RICA;NUEVA_YORK;0,0;0,0;0,0;0,0
COSTA_RICA;MIAMI;0,0;0,0;70,0;70,0
COSTA_RICA;AMSTERDAM;0,0;0,0;0,0;0,0
COSTA_RICA;LONDRES;0,0;0,0;0,0;0,0
COSTA_RICA;ROMA;0,0;0,0;0,0;0,0
COSTA_RICA;ESTAMBUL;0,0;0,0;0,0;0,0
COSTA_RICA;HAIFA;0,0;0,0;0,0;0,0
COSTA_RICA;TOKIO;0,0;0,0;0,0;0,0
COSTA_RICA;TAIPEI;0,0;0,0;0,0;0,0
NICARAGUA;SAN_PABLO;0,0;0,0;0,0;0,0
NICARAGUA;PANAMA;0,0;0,0;0,0;0,0
NICARAGUA;BOGOTA;0,0;0,0;0,0;0,0
NICARAGUA;NUEVA_YORK;0,0;0,0;0,0;0,0
NICARAGUA;MIAMI;0,0;0,0;0,0;0,0
NICARAGUA;AMSTERDAM;0,0;0,0;0,0;0,0
NICARAGUA;LONDRES;0,0;0,0;0,0;0,0
NICARAGUA;ROMA;0,0;0,0;75,0;75,0
NICARAGUA;ESTAMBUL;0,0;0,0;0,0;0,0
NICARAGUA;HAIFA;0,0;0,0;0,0;0,0
NICARAGUA;TOKIO;0,0;0,0;0,0;0,0
NICARAGUA;TAIPEI;0,0;0,0;0,0;0,0
GUATEMALA;SAN_PABLO;0,0;0,0;0,0;0,0
GUATEMALA;PANAMA;0,0;0,0;0,0;0,0
GUATEMALA;BOGOTA;0,0;0,0;0,0;0,0
GUATEMALA;NUEVA_YORK;0,0;0,0;0,0;0,0
GUATEMALA;MIAMI;0,0;0,0;65,0;65,0
GUATEMALA;AMSTERDAM;0,0;0,0;0,0;0,0
GUATEMALA;LONDRES;0,0;0,0;0,0;0,0
GUATEMALA;ROMA;0,0;0,0;0,0;0,0
GUATEMALA;ESTAMBUL;0,0;0,0;0,0;0,0
GUATEMALA;HAIFA;0,0;0,0;0,0;0,0
GUATEMALA;TOKIO;0,0;0,0;0,0;0,0
GUATEMALA;TAIPEI;0,0;0,0;0,0;0,0
REPUBLICA_DOMINICANA;SAN_PABLO;0,0;0,0;0,0;0,0
REPUBLICA_DOMINICANA;PANAMA;0,0;0,0;0,0;0,0
REPUBLICA_DOMINICANA;BOGOTA;0,0;0,0;0,0;0,0
REPUBLICA_DOMINICANA;NUEVA_YORK;0,0;0,0;0,0;0,0
REPUBLICA_DOMINICANA;MIAMI;0,0;0,0;50,0;50,0
REPUBLICA_DOMINICANA;AMSTERDAM;0,0;0,0;0,0;0,0
REPUBLICA_DOMINICANA;LONDRES;0,0;0,0;0,0;0,0
REPUBLICA_DOMINICANA;ROMA;0,0;0,0;0,0;0,0
REPUBLICA_DOMINICANA;ESTAMBUL;0,0;0,0;0,0;0,0
REPUBLICA_DOMINICANA;HAIFA;0,0;0,0;0,0;0,0
REPUBLICA_DOMINICANA;TOKIO;0,0;0,0;0,0;0,0
REPUBLICA_DOMINICANA;TAIPEI;0,0;0,0;0,0;0,0
PUERTO_RICO;SAN_PABLO;0,0;0,0;0,0;0,0
PUERTO_RICO;PANAMA;0,0;0,0;0,0;0,0
PUERTO_RICO;BOGOTA;0,0;0,0;0,0;0,0
PUERTO_RICO;NUEVA_YORK;0,0;0,0;0,0;0,0
PUERTO_RICO;MIAMI;0,0;0,0;66,0;66,0
PUERTO_RICO;AMSTERDAM;0,0;0,0;0,0;0,0
PUERTO_RICO;LONDRES;0,0;0,0;0,0;0,0
PUERTO_RICO;ROMA;0,0;0,0;0,0;0,0
PUERTO_RICO;ESTAMBUL;0,0;0,0;0,0;0,0
PUERTO_RICO;HAIFA;0,0;0,0;0,0;0,0
PUERTO_RICO;TOKIO;0,0;0,0;0,0;0,0
PUERTO_RICO;TAIPEI;0,0;0,0;0,0;0,0
MEXICO;SAN_PABLO;0,0;0,0;0,0;0,0
MEXICO;PANAMA;0,0;0,0;0,0;0,0
MEXICO;BOGOTA;0,0;0,0;0,0;0,0
MEXICO;NUEVA_YORK;0,0;0,0;110,0;110,0
MEXICO;MIAMI;0,0;0,0;0,0;0,0
MEXICO;AMSTERDAM;0,0;0,0;0,0;0,0
MEXICO;LONDRES;0,0;0,0;0,0;0,0
MEXICO;ROMA;0,0;0,0;0,0;0,0
MEXICO;ESTAMBUL;0,0;0,0;0,0;0,0
MEXICO;HAIFA;0,0;0,0;0,0;0,0
MEXICO;TOKIO;0,0;0,0;0,0;0,0
MEXICO;TAIPEI;0,0;0,0;0,0;0,0
ESTADOS_UNIDOS;SAN_PABLO;0,0;0,0;0,0;0,0
ESTADOS_UNIDOS;PANAMA;0,0;0,0;0,0;0,0
ESTADOS_UNIDOS;BOGOTA;0,0;0,0;0,0;0,0
ESTADOS_UNIDOS;NUEVA_YORK;0,0;0,0;0,0;0,0
ESTADOS_UNIDOS;MIAMI;1100,0;100,0;0,0;1200,0
ESTADOS_UNIDOS;AMSTERDAM;0,0;0,0;0,0;0,0
ESTADOS_UNIDOS;LONDRES;0,0;0,0;0,0;0,0
ESTADOS_UNIDOS;ROMA;0,0;0,0;0,0;0,0
ESTADOS_UNIDOS;ESTAMBUL;0,0;0,0;0,0;0,0
ESTADOS_UNIDOS;HAIFA;0,0;0,0;0,0;0,0
ESTADOS_UNIDOS;TOKIO;0,0;0,0;0,0;0,0
ESTADOS_UNIDOS;TAIPEI;0,0;0,0;0,0;0,0
CANADA;SAN_PABLO;0,0;0,0;0,0;0,0
CANADA;PANAMA;0,0;0,0;0,0;0,0
CANADA;BOGOTA;0,0;0,0;0,0;0,0
CANADA;NUEVA_YORK;0,0;0,0;1100,0;1100,0
CANADA;MIAMI;0,0;0,0;0,0;0,0
CANADA;AMSTERDAM;0,0;0,0;0,0;0,0
CANADA;LONDRES;0,0;0,0;0,0;0,0
CANADA;ROMA;0,0;0,0;0,0;0,0
CANADA;ESTAMBUL;0,0;0,0;0,0;0,0
CANADA;HAIFA;0,0;0,0;0,0;0,0
CANADA;TOKIO;0,0;0,0;0,0;0,0
CANADA;TAIPEI;0,0;0,0;0,0;0,0
PORTUGAL;SAN_PABLO;0,0;0,0;0,0;0,0
PORTUGAL;PANAMA;0,0;0,0;0,0;0,0
PORTUGAL;BOGOTA;0,0;0,0;0,0;0,0
PORTUGAL;NUEVA_YORK;0,0;0,0;0,0;0,0
PORTUGAL;MIAMI;0,0;0,0;0,0;0,0
PORTUGAL;AMSTERDAM;0,0;0,0;0,0;0,0
PORTUGAL;LONDRES;0,0;0,0;220,0;220,0
PORTUGAL;ROMA;0,0;0,0;0,0;0,0
PORTUGAL;ESTAMBUL;0,0;0,0;0,0;0,0
PORTUGAL;HAIFA;0,0;0,0;0,0;0,0
PORTUGAL;TOKIO;0,0;0,0;0,0;0,0
PORTUGAL;TAIPEI;0,0;0,0;0,0;0,0
ESPANA;SAN_PABLO;0,0;0,0;0,0;0,0
ESPANA;PANAMA;0,0;0,0;0,0;0,0
ESPANA;BOGOTA;0,0;0,0;0,0;0,0
ESPANA;NUEVA_YORK;0,0;0,0;0,0;0,0
ESPANA;MIAMI;0,0;0,0;0,0;0,0
ESPANA;AMSTERDAM;0,0;0,0;0,0;0,0
ESPANA;LONDRES;0,0;0,0;0,0;0,0
ESPANA;ROMA;230,0;0,0;0,0;230,0
ESPANA;ESTAMBUL;0,0;0,0;0,0;0,0
ESPANA;HAIFA;0,0;0,0;0,0;0,0
ESPANA;TOKIO;0,0;0,0;0,0;0,0
ESPANA;TAIPEI;0,0;0,0;0,0;0,0
FRANCIA;SAN_PABLO;0,0;0,0;0,0;0,0
FRANCIA;PANAMA;0,0;0,0;0,0;0,0
FRANCIA;BOGOTA;0,0;0,0;0,0;0,0
FRANCIA;NUEVA_YORK;0,0;0,0;0,0;0,0
FRANCIA;MIAMI;0,0;0,0;0,0;0,0
FRANCIA;AMSTERDAM;0,0;0,0;0,0;0,0
FRANCIA;LONDRES;79,0;0,0;201,0;280,0
FRANCIA;ROMA;0,0;0,0;0,0;0,0
FRANCIA;ESTAMBUL;0,0;0,0;0,0;0,0
FRANCIA;HAIFA;0,0;0,0;0,0;0,0
FRANCIA;TOKIO;0,0;0,0;0,0;0,0
FRANCIA;TAIPEI;0,0;0,0;0,0;0,0
REINO_UNIDO;SAN_PABLO;0,0;0,0;0,0;0,0
REINO_UNIDO;PANAMA;0,0;0,0;0,0;0,0
REINO_UNIDO;BOGOTA;0,0;0,0;0,0;0,0
REINO_UNIDO;NUEVA_YORK;0,0;0,0;0,0;0,0
REINO_UNIDO;MIAMI;0,0;0,0;0,0;0,0
REINO_UNIDO;AMSTERDAM;0,0;0,0;0,0;0,0
REINO_UNIDO;LONDRES;0,0;320,0;0,0;320,0
REINO_UNIDO;ROMA;0,0;0,0;0,0;0,0
REINO_UNIDO;ESTAMBUL;0,0;0,0;0,0;0,0
REINO_UNIDO;HAIFA;0,0;0,0;0,0;0,0
REINO_UNIDO;TOKIO;0,0;0,0;0,0;0,0
REINO_UNIDO;TAIPEI;0,0;0,0;0,0;0,0
IRLANDA;SAN_PABLO;0,0;0,0;0,0;0,0
IRLANDA;PANAMA;0,0;0,0;0,0;0,0
IRLANDA;BOGOTA;0,0;0,0;0,0;0,0
IRLANDA;NUEVA_YORK;0,0;0,0;0,0;0,0
IRLANDA;MIAMI;0,0;0,0;0,0;0,0
IRLANDA;AMSTERDAM;0,0;0,0;0,0;0,0
IRLANDA;LONDRES;0,0;0,0;0,0;0,0
IRLANDA;ROMA;0,0;0,0;0,0;0,0
IRLANDA;ESTAMBUL;0,0;0,0;0,0;0,0
IRLANDA;HAIFA;240,0;0,0;0,0;240,0
IRLANDA;TOKIO;0,0;0,0;0,0;0,0
IRLANDA;TAIPEI;0,0;0,0;0,0;0,0
BELGICA;SAN_PABLO;0,0;0,0;0,0;0,0
BELGICA;PANAMA;0,0;0,0;0,0;0,0
BELGICA;BOGOTA;0,0;0,0;0,0;0,0
BELGICA;NUEVA_YORK;0,0;0,0;0,0;0,0
BELGICA;MIAMI;0,0;0,0;0,0;0,0
BELGICA;AMSTERDAM;0,0;0,0;0,0;0,0
BELGICA;LONDRES;0,0;260,0;0,0;260,0
BELGICA;ROMA;0,0;0,0;0,0;0,0
BELGICA;ESTAMBUL;0,0;0,0;0,0;0,0
BELGICA;HAIFA;0,0;0,0;0,0;0,0
BELGICA;TOKIO;0,0;0,0;0,0;0,0
BELGICA;TAIPEI;0,0;0,0;0,0;0,0
PAISES_BAJOS;SAN_PABLO;0,0;0,0;0,0;0,0
PAISES_BAJOS;PANAMA;0,0;0,0;0,0;0,0
PAISES_BAJOS;BOGOTA;0,0;0,0;0,0;0,0
PAISES_BAJOS;NUEVA_YORK;0,0;0,0;0,0;0,0
PAISES_BAJOS;MIAMI;0,0;0,0;0,0;0,0
PAISES_BAJOS;AMSTERDAM;0,0;540,0;0,0;540,0
PAISES_BAJOS;LONDRES;0,0;0,0;0,0;0,0
PAISES_BAJOS;ROMA;0,0;0,0;0,0;0,0
PAISES_BAJOS;ESTAMBUL;0,0;0,0;0,0;0,0
PAISES_BAJOS;HAIFA;0,0;0,0;0,0;0,0
PAISES_BAJOS;TOKIO;0,0;0,0;0,0;0,0
PAISES_BAJOS;TAIPEI;0,0;0,0;0,0;0,0
ALEMANIA;SAN_PABLO;0,0;0,0;0,0;0,0
ALEMANIA;PANAMA;0,0;0,0;0,0;0,0
ALEMANIA;BOGOTA;0,0;0,0;0,0;0,0
ALEMANIA;NUEVA_YORK;0,0;0,0;0,0;0,0
ALEMANIA;MIAMI;0,0;0,0;0,0;0,0
ALEMANIA;AMSTERDAM;600,0;210,0;180,0;990,0
ALEMANIA;LONDRES;0,0;0,0;0,0;0,0
ALEMANIA;ROMA;0,0;0,0;0,0;0,0
ALEMANIA;ESTAMBUL;0,0;0,0;0,0;0,0
ALEMANIA;HAIFA;0,0;0,0;0,0;0,0
ALEMANIA;TOKIO;0,0;0,0;0,0;0,0
ALEMANIA;TAIPEI;0,0;0,0;0,0;0,0
SUIZA;SAN_PABLO;0,0;0,0;0,0;0,0
SUIZA;PANAMA;0,0;0,0;0,0;0,0
SUIZA;BOGOTA;0,0;0,0;0,0;0,0
SUIZA;NUEVA_YORK;0,0;0,0;0,0;0,0
SUIZA;MIAMI;0,0;0,0;0,0;0,0
SUIZA;AMSTERDAM;0,0;0,0;310,0;310,0
SUIZA;LONDRES;0,0;0,0;0,0;0,0
SUIZA;ROMA;0,0;0,0;0,0;0,0
SUIZA;ESTAMBUL;0,0;0,0;0,0;0,0
SUIZA;HAIFA;0,0;0,0;0,0;0,0
SUIZA;TOKIO;0,0;0,0;0,0;0,0
SUIZA;TAIPEI;0,0;0,0;0,0;0,0
AUSTRIA;SAN_PABLO;0,0;0,0;0,0;0,0
AUSTRIA;PANAMA;0,0;0,0;0,0;0,0
AUSTRIA;BOGOTA;0,0;0,0;0,0;0,0
AUSTRIA;NUEVA_YORK;0,0;0,0;0,0;0,0
AUSTRIA;MIAMI;0,0;0,0;0,0;0,0
AUSTRIA;AMSTERDAM;0,0;0,0;0,0;0,0
AUSTRIA;LONDRES;0,0;29,0;0,0;29,0
AUSTRIA;ROMA;271,0;0,0;0,0;271,0
AUSTRIA;ESTAMBUL;0,0;0,0;0,0;0,0
AUSTRIA;HAIFA;0,0;0,0;0,0;0,0
AUSTRIA;TOKIO;0,0;0,0;0,0;0,0
AUSTRIA;TAIPEI;0,0;0,0;0,0;0,0
ITALIA;SAN_PABLO;0,0;0,0;0,0;0,0
ITALIA;PANAMA;0,0;0,0;0,0;0,0
ITALIA;BOGOTA;0,0;0,0;0,0;0,0
ITALIA;NUEVA_YORK;0,0;0,0;0,0;0,0
ITALIA;MIAMI;0,0;0,0;0,0;0,0
ITALIA;AMSTERDAM;0,0;0,0;0,0;0,0
ITALIA;LONDRES;0,0;0,0;0,0;0,0
ITALIA;ROMA;15,0;400,0;0,0;415,0
ITALIA;ESTAMBUL;0,0;0,0;0,0;0,0
ITALIA;HAIFA;0,0;0,0;0,0;0,0
ITALIA;TOKIO;0,0;0,0;0,0;0,0
ITALIA;TAIPEI;0,0;0,0;0,0;0,0
HUNGRIA;SAN_PABLO;0,0;0,0;0,0;0,0
HUNGRIA;PANAMA;0,0;0,0;0,0;0,0
HUNGRIA;BOGOTA;0,0;0,0;0,0;0,0
HUNGRIA;NUEVA_YORK;0,0;0,0;0,0;0,0
HUNGRIA;MIAMI;0,0;0,0;0,0;0,0
HUNGRIA;AMSTERDAM;0,0;0,0;0,0;0,0
HUNGRIA;LONDRES;0,0;0,0;0,0;0,0
HUNGRIA;ROMA;146,0;0,0;0,0;146,0
HUNGRIA;ESTAMBUL;0,0;0,0;0,0;0,0
HUNGRIA;HAIFA;0,0;0,0;0,0;0,0
HUNGRIA;TOKIO;0,0;0,0;0,0;0,0
HUNGRIA;TAIPEI;0,0;0,0;0,0;0,0
BULGARIA;SAN_PABLO;0,0;0,0;0,0;0,0
BULGARIA;PANAMA;0,0;0,0;0,0;0,0
BULGARIA;BOGOTA;0,0;0,0;0,0;0,0
BULGARIA;NUEVA_YORK;0,0;0,0;0,0;0,0
BULGARIA;MIAMI;0,0;0,0;0,0;0,0
BULGARIA;AMSTERDAM;0,0;0,0;0,0;0,0
BULGARIA;LONDRES;0,0;0,0;0,0;0,0
BULGARIA;ROMA;0,0;0,0;0,0;0,0
BULGARIA;ESTAMBUL;114,0;0,0;0,0;114,0
BULGARIA;HAIFA;0,0;0,0;0,0;0,0
BULGARIA;TOKIO;0,0;0,0;0,0;0,0
BULGARIA;TAIPEI;0,0;0,0;0,0;0,0
GRECIA;SAN_PABLO;0,0;0,0;0,0;0,0
GRECIA;PANAMA;0,0;0,0;0,0;0,0
GRECIA;BOGOTA;0,0;0,0;0,0;0,0
GRECIA;NUEVA_YORK;0,0;0,0;0,0;0,0
GRECIA;MIAMI;0,0;0,0;0,0;0,0
GRECIA;AMSTERDAM;0,0;0,0;0,0;0,0
GRECIA;LONDRES;0,0;190,0;0,0;190,0
GRECIA;ROMA;0,0;0,0;0,0;0,0
GRECIA;ESTAMBUL;0,0;0,0;0,0;0,0
GRECIA;HAIFA;0,0;0,0;0,0;0,0
GRECIA;TOKIO;0,0;0,0;0,0;0,0
GRECIA;TAIPEI;0,0;0,0;0,0;0,0
ISLANDIA;SAN_PABLO;0,0;0,0;0,0;0,0
ISLANDIA;PANAMA;0,0;0,0;0,0;0,0
ISLANDIA;BOGOTA;0,0;0,0;0,0;0,0
ISLANDIA;NUEVA_YORK;0,0;0,0;0,0;0,0
ISLANDIA;MIAMI;0,0;0,0;0,0;0,0
ISLANDIA;AMSTERDAM;0,0;0,0;0,0;0,0
ISLANDIA;LONDRES;0,0;0,0;0,0;0,0
ISLANDIA;ROMA;238,0;0,0;0,0;238,0
ISLANDIA;ESTAMBUL;0,0;0,0;0,0;0,0
ISLANDIA;HAIFA;0,0;0,0;0,0;0,0
ISLANDIA;TOKIO;0,0;0,0;0,0;0,0
ISLANDIA;TAIPEI;0,0;0,0;0,0;0,0
DINAMARCA;SAN_PABLO;0,0;0,0;0,0;0,0
DINAMARCA;PANAMA;0,0;0,0;0,0;0,0
DINAMARCA;BOGOTA;0,0;0,0;0,0;0,0
DINAMARCA;NUEVA_YORK;0,0;0,0;0,0;0,0
DINAMARCA;MIAMI;0,0;0,0;0,0;0,0
DINAMARCA;AMSTERDAM;0,0;0,0;0,0;0,0
DINAMARCA;LONDRES;0,0;0,0;0,0;0,0
DINAMARCA;ROMA;0,0;0,0;0,0;0,0
DINAMARCA;ESTAMBUL;0,0;0,0;0,0;0,0
DINAMARCA;HAIFA;445,0;0,0;0,0;445,0
DINAMARCA;TOKIO;0,0;0,0;0,0;0,0
DINAMARCA;TAIPEI;0,0;0,0;0,0;0,0
NORUEGA;SAN_PABLO;0,0;0,0;0,0;0,0
NORUEGA;PANAMA;0,0;0,0;0,0;0,0
NORUEGA;BOGOTA;0,0;0,0;0,0;0,0
NORUEGA;NUEVA_YORK;0,0;0,0;0,0;0,0
NORUEGA;MIAMI;0,0;0,0;0,0;0,0
NORUEGA;AMSTERDAM;0,0;0,0;0,0;0,0
NORUEGA;LONDRES;687,0;101,0;0,0;788,0
NORUEGA;ROMA;0,0;0,0;0,0;0,0
NORUEGA;ESTAMBUL;0,0;0,0;0,0;0,0
NORUEGA;HAIFA;0,0;0,0;0,0;0,0
NORUEGA;TOKIO;0,0;0,0;0,0;0,0
NORUEGA;TAIPEI;0,0;0,0;0,0;0,0
SUECIA;SAN_PABLO;0,0;0,0;0,0;0,0
SUECIA;PANAMA;0,0;0,0;0,0;0,0
SUECIA;BOGOTA;0,0;0,0;0,0;0,0
SUECIA;NUEVA_YORK;0,0;0,0;0,0;0,0
SUECIA;MIAMI;0,0;0,0;0,0;0,0
SUECIA;AMSTERDAM;0,0;0,0;0,0;0,0
SUECIA;LONDRES;0,0;0,0;0,0;0,0
SUECIA;ROMA;0,0;0,0;0,0;0,0
SUECIA;ESTAMBUL;536,0;0,0;0,0;536,0
SUECIA;HAIFA;115,0;0,0;0,0;115,0
SUECIA;TOKIO;0,0;0,0;0,0;0,0
SUECIA;TAIPEI;0,0;0,0;0,0;0,0
FINLANDIA;SAN_PABLO;0,0;0,0;0,0;0,0
FINLANDIA;PANAMA;0,0;0,0;0,0;0,0
FINLANDIA;BOGOTA;0,0;0,0;0,0;0,0
FINLANDIA;NUEVA_YORK;0,0;0,0;0,0;0,0
FINLANDIA;MIAMI;0,0;0,0;0,0;0,0
FINLANDIA;AMSTERDAM;0,0;0,0;241,489;241,489
FINLANDIA;LONDRES;34,0;0,0;0,0;34,0
FINLANDIA;ROMA;0,0;0,0;0,0;0,0
FINLANDIA;ESTAMBUL;410,511;0,0;0,0;410,511
FINLANDIA;HAIFA;0,0;0,0;0,0;0,0
FINLANDIA;TOKIO;0,0;0,0;0,0;0,0
FINLANDIA;TAIPEI;0,0;0,0;0,0;0,0
TURQUIA;SAN_PABLO;0,0;0,0;0,0;0,0
TURQUIA;PANAMA;0,0;0,0;0,0;0,0
TURQUIA;BOGOTA;0,0;0,0;0,0;0,0
TURQUIA;NUEVA_YORK;0,0;0,0;0,0;0,0
TURQUIA;MIAMI;0,0;0,0;0,0;0,0
TURQUIA;AMSTERDAM;0,0;0,0;0,0;0,0
TURQUIA;LONDRES;0,0;0,0;0,0;0,0
TURQUIA;ROMA;0,0;0,0;0,0;0,0
